Team,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,id_equipe,id_joueur
Southampton,Joe Aribo,NGA,"MF,DF",28,32,21,2013,22.4,3,0,3,3,0,0,1,0.0,2.7,20,671
Southampton,Tyler Dibling,ENG,"FW,MF",18,33,20,1874,20.8,2,0,2,2,0,0,6,0.0,2.5,20,672
Southampton,Lesley Ugochukwu,FRA,MF,20,26,18,1655,18.4,1,1,2,1,0,0,7,0.0,0.9,20,673
Southampton,Ryan Manning,IRL,"DF,MF",28,24,18,1462,16.2,0,1,1,0,0,0,2,0.0,0.3,20,674
Southampton,Kamaldeen Sulemana,GHA,"FW,MF",22,26,17,1402,15.6,1,1,2,1,0,0,2,0.0,1.5,20,675
Southampton,Jack Stephens,ENG,DF,30,19,17,1389,15.4,1,0,1,1,0,0,2,2.0,0.6,20,676
Southampton,Yukinari Sugawara,JPN,"DF,MF",24,30,16,1557,17.3,1,1,2,1,0,0,4,0.0,0.5,20,677
Southampton,Adam Armstrong,ENG,"FW,MF",27,20,15,1248,13.9,2,2,4,2,0,1,4,0.0,3.3,20,678
Southampton,Cameron Archer,ENG,FW,23,35,13,1441,16.0,2,0,2,2,0,1,0,0.0,5.7,20,679
Southampton,James Bree,ENG,DF,26,17,13,1075,11.9,0,1,1,0,0,0,0,0.0,0.1,20,680
Southampton,Paul Onuachu,NGA,FW,30,25,11,1050,11.7,4,1,5,4,0,0,4,0.0,3.6,20,681
Southampton,Nathan Wood-Gordon,ENG,DF,22,11,9,773,8.6,0,0,0,0,0,0,2,0.0,0.2,20,682
Southampton,William Smallbone,IRL,MF,24,18,6,690,7.7,1,0,1,1,0,0,1,0.0,0.6,20,683
Southampton,Welington,BRA,DF,23,10,6,482,5.4,0,0,0,0,0,0,1,0.0,0.0,20,684
Southampton,Alex McCarthy,ENG,GK,34,5,5,450,5.0,0,0,0,0,0,0,0,0.0,0.0,20,685
Southampton,Adam Lallana,ENG,MF,36,14,5,361,4.0,0,2,2,0,0,0,4,0.0,0.2,20,686
Southampton,Ben Brereton,CHI,FW,25,10,4,449,5.0,0,0,0,0,0,0,1,0.0,0.9,20,687
Southampton,Ross Stewart,SCO,FW,28,12,4,389,4.3,1,0,1,1,0,0,1,0.0,1.1,20,688
Southampton,Ryan Fraser,SCO,"FW,DF",30,8,4,306,3.4,0,0,0,0,0,0,0,1.0,0.0,20,689
Southampton,Charlie Taylor,ENG,DF,30,8,3,356,4.0,0,0,0,0,0,0,1,0.0,0.0,20,690
Southampton,Joe Lumley,ENG,GK,29,3,3,270,3.0,0,0,0,0,0,0,0,0.0,0.0,20,691
Southampton,Armel Bella Kotchap,GER,DF,22,4,2,331,3.7,0,0,0,0,0,0,0,0.0,0.3,20,692
Southampton,Albert Grønbaek,DEN,"FW,MF",23,4,2,143,1.6,0,0,0,0,0,0,0,0.0,0.1,20,693
Southampton,Jay Robinson,ENG,"MF,FW",17,4,1,137,1.5,0,0,0,0,0,0,0,0.0,0.0,20,694
Southampton,Maxwel Cornet,CIV,FW,27,2,1,72,0.8,0,0,0,0,0,0,1,0.0,0.2,20,695
Southampton,Samuel Edozie,ENG,"DF,FW",21,2,0,65,0.7,0,0,0,0,0,0,1,0.0,0.0,20,696
Southampton,Samuel Amo-Ameyaw,ENG,"FW,DF",18,2,0,28,0.3,0,0,0,0,0,0,1,0.0,0.0,20,697
Southampton,Joachim Kayi Sanda,FRA,DF,17,2,0,14,0.2,0,0,0,0,0,0,0,0.0,0.0,20,698
Southampton,Ronnie Edwards,ENG,DF,21,1,0,12,0.1,0,0,0,0,0,0,0,0.0,0.0,20,699
Southampton,Carlos Alcaraz,ARG,MF,21,1,0,10,0.1,0,0,0,0,0,0,0,0.0,0.1,20,700
Southampton,Jayden Moore,unknown,DF,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,20,701
Southampton,Joe O'Brien-Whitmarsh,IRL,MF,19,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,20,702
